id,Prof,Ram,Dhananjay,Guru,Ashutosh,Gold
GeorgiosFainekos--HessamSarjoughian,N,N,Y,N,N,N
GeorgiosFainekos--MohamedSarwat,N,N,Y,N,N,N
GeorgiosFainekos--ArunabhaSen,N,N,N,N,N,N
GeorgiosFainekos--PauloShakarian,N,N,Y,N,N,N
GeorgiosFainekos--AviralShrivastava,N,N,Y,N,Y,N
GeorgiosFainekos--DanShunk,N,N,N,N,N,N
GeorgiosFainekos--VioletSyrotiuk,N,N,Y,N,N,N
GeorgiosFainekos--HanghangTong,N,N,Y,N,N,N
GeorgiosFainekos--KurtVanLehn,N,N,Y,N,N,N
GeorgiosFainekos--JReneVillalobos,N,N,Y,N,N,N
GeorgiosFainekos--SarmaVrudhula,N,N,N,N,N,N
GeorgiosFainekos--ErinWalker,N,Y,N,N,N,N
GeorgiosFainekos--CaroleJeanWu,N,N,N,N,N,N
GeorgiosFainekos--TeresaWu,N,N,Y,N,N,N
GeorgiosFainekos--GuoliangXue,N,N,N,N,N,N
GeorgiosFainekos--YezhouYang,N,N,N,N,N,N
GeorgiosFainekos--StephenSYau,N,N,Y,N,Y,N
AshrafGaffar--KevinGary,N,N,N,N,Y,N
AshrafGaffar--EsmaGel,N,N,N,N,N,N
AshrafGaffar--JavierGonzalezSanchez,N,Y,Y,Y,Y,Y
AshrafGaffar--SandeepGupta,N,N,N,N,N,N
AshrafGaffar--DianneHansford,N,N,N,N,N,N
AshrafGaffar--JingruiHe,N,N,N,N,N,N
AshrafGaffar--DijiangHuang,N,N,Y,N,N,N
AshrafGaffar--SubbaraoKambhampati,N,N,N,N,N,N
AshrafGaffar--JoohyungLee,N,N,N,N,N,N
AshrafGaffar--YannHangLee,N,N,N,N,N,N
AshrafGaffar--BaoxinLi,N,N,Y,N,N,N
AshrafGaffar--TimLindquist,N,N,N,N,N,N
AshrafGaffar--RossMaciejewski,N,N,N,Y,N,N
AshrafGaffar--RyanMeuth,N,N,N,Y,N,N
AshrafGaffar--PituMirchandani,N,N,Y,N,N,N
AshrafGaffar--BrianNelson,N,N,N,Y,N,N
AshrafGaffar--RongPan,N,N,N,N,N,N
AshrafGaffar--SethuramanPanchanathan,N,Y,Y,Y,N,Y
AshrafGaffar--PaoloPapotti,N,N,N,N,N,N
AshrafGaffar--GiuliaPedrielli,N,N,Y,N,N,N
AshrafGaffar--FengboRen,N,N,Y,N,N,N
AshrafGaffar--AndreaWRicha,N,N,N,N,N,N
AshrafGaffar--GeorgeRunger,N,N,Y,N,N,N
AshrafGaffar--HessamSarjoughian,N,N,Y,N,N,N
AshrafGaffar--MohamedSarwat,N,N,N,N,N,N
AshrafGaffar--ArunabhaSen,N,N,N,N,N,N
AshrafGaffar--PauloShakarian,N,N,N,N,N,N
AshrafGaffar--AviralShrivastava,N,N,Y,N,N,N
AshrafGaffar--DanShunk,N,N,N,N,N,N
AshrafGaffar--VioletSyrotiuk,N,N,Y,N,N,N
AshrafGaffar--HanghangTong,N,N,Y,N,N,N
AshrafGaffar--KurtVanLehn,N,N,Y,N,N,N
AshrafGaffar--JReneVillalobos,N,N,Y,N,N,N
AshrafGaffar--SarmaVrudhula,N,N,Y,N,N,N
AshrafGaffar--ErinWalker,N,N,Y,Y,N,N
AshrafGaffar--CaroleJeanWu,N,N,Y,N,N,N
AshrafGaffar--TeresaWu,N,N,Y,N,N,N
AshrafGaffar--GuoliangXue,N,N,N,N,N,N
AshrafGaffar--YezhouYang,N,N,Y,N,N,N
AshrafGaffar--StephenSYau,N,N,N,N,N,N
KevinGary--EsmaGel,N,N,Y,N,N,N
KevinGary--JavierGonzalezSanchez,N,Y,Y,N,N,N
KevinGary--SandeepGupta,N,N,N,N,N,N
KevinGary--DianneHansford,N,N,Y,N,N,N
KevinGary--JingruiHe,N,N,Y,N,N,N
KevinGary--DijiangHuang,N,N,Y,N,N,N
KevinGary--SubbaraoKambhampati,N,N,Y,N,N,N
KevinGary--JoohyungLee,N,N,N,N,N,N
KevinGary--YannHangLee,N,N,N,N,N,N
KevinGary--BaoxinLi,N,N,Y,N,N,N
KevinGary--TimLindquist,N,Y,Y,N,N,N
KevinGary--RossMaciejewski,N,N,Y,N,N,N
KevinGary--RyanMeuth,N,Y,N,N,N,N
KevinGary--PituMirchandani,N,N,Y,N,N,N
KevinGary--BrianNelson,N,Y,N,N,N,N
KevinGary--RongPan,N,N,Y,N,N,N
KevinGary--SethuramanPanchanathan,N,N,N,N,N,N
KevinGary--PaoloPapotti,N,N,N,N,N,N
KevinGary--GiuliaPedrielli,N,N,Y,N,N,N
KevinGary--FengboRen,N,N,N,N,N,N
KevinGary--AndreaWRicha,N,N,N,N,N,N
KevinGary--GeorgeRunger,N,N,N,N,N,N
KevinGary--HessamSarjoughian,N,N,N,N,N,N
KevinGary--MohamedSarwat,N,N,Y,N,N,N
KevinGary--ArunabhaSen,N,N,N,N,N,N
KevinGary--PauloShakarian,N,N,Y,N,N,N
KevinGary--AviralShrivastava,N,N,Y,N,N,N
KevinGary--DanShunk,N,N,N,N,Y,N
KevinGary--VioletSyrotiuk,N,N,Y,N,N,N
KevinGary--HanghangTong,N,N,N,N,N,N
KevinGary--KurtVanLehn,N,Y,Y,N,N,N
KevinGary--JReneVillalobos,N,N,Y,N,N,N
KevinGary--SarmaVrudhula,N,N,Y,N,N,N
KevinGary--ErinWalker,N,Y,N,Y,N,N
KevinGary--CaroleJeanWu,N,N,N,N,N,N
KevinGary--TeresaWu,N,N,Y,N,Y,N
KevinGary--GuoliangXue,N,N,Y,N,N,N
KevinGary--YezhouYang,N,N,N,N,N,N
KevinGary--StephenSYau,N,Y,N,N,N,N
EsmaGel--JavierGonzalezSanchez,N,N,N,N,N,N
EsmaGel--SandeepGupta,N,N,N,N,N,N
EsmaGel--DianneHansford,N,N,N,N,N,N
EsmaGel--JingruiHe,N,N,N,N,N,N
EsmaGel--DijiangHuang,N,N,N,N,N,N
EsmaGel--SubbaraoKambhampati,N,N,Y,N,N,N
EsmaGel--JoohyungLee,N,N,Y,N,N,N
EsmaGel--YannHangLee,N,N,Y,N,N,N
EsmaGel--BaoxinLi,N,N,Y,N,N,N
EsmaGel--TimLindquist,N,N,Y,N,N,N
EsmaGel--RossMaciejewski,N,N,N,N,N,N
EsmaGel--RyanMeuth,N,N,N,N,N,N
EsmaGel--PituMirchandani,N,N,Y,Y,N,N
EsmaGel--BrianNelson,N,N,N,N,Y,N
EsmaGel--RongPan,N,N,Y,N,N,N
EsmaGel--SethuramanPanchanathan,N,N,Y,N,N,N
EsmaGel--PaoloPapotti,N,N,N,N,N,N
EsmaGel--GiuliaPedrielli,N,Y,Y,Y,Y,Y
EsmaGel--FengboRen,N,N,N,N,N,N
EsmaGel--AndreaWRicha,N,N,Y,N,N,N
EsmaGel--GeorgeRunger,N,N,N,Y,N,N
EsmaGel--HessamSarjoughian,N,N,N,N,N,N
EsmaGel--MohamedSarwat,N,N,N,N,N,N
EsmaGel--ArunabhaSen,N,N,N,N,N,N
EsmaGel--PauloShakarian,N,N,N,N,N,N
EsmaGel--AviralShrivastava,N,N,N,N,N,N
EsmaGel--DanShunk,N,N,Y,N,N,N
EsmaGel--VioletSyrotiuk,N,N,Y,N,N,N
EsmaGel--HanghangTong,N,N,Y,N,N,N
EsmaGel--KurtVanLehn,N,N,Y,N,N,N
EsmaGel--JReneVillalobos,N,Y,Y,Y,N,Y
EsmaGel--SarmaVrudhula,N,N,Y,N,N,N
EsmaGel--ErinWalker,N,N,Y,N,N,N
EsmaGel--CaroleJeanWu,N,N,N,N,N,N
EsmaGel--TeresaWu,N,N,N,N,N,N
EsmaGel--GuoliangXue,N,N,N,N,N,N
EsmaGel--YezhouYang,N,N,N,N,N,N
EsmaGel--StephenSYau,N,N,N,N,N,N
JavierGonzalezSanchez--SandeepGupta,N,N,N,N,N,N
JavierGonzalezSanchez--DianneHansford,N,N,Y,N,N,N
JavierGonzalezSanchez--JingruiHe,N,N,Y,N,N,N
JavierGonzalezSanchez--DijiangHuang,N,N,N,N,N,N
JavierGonzalezSanchez--SubbaraoKambhampati,N,N,Y,N,N,N
JavierGonzalezSanchez--JoohyungLee,N,N,N,N,N,N
JavierGonzalezSanchez--YannHangLee,N,N,N,N,N,N
JavierGonzalezSanchez--BaoxinLi,N,N,N,N,N,N
JavierGonzalezSanchez--TimLindquist,N,Y,Y,N,Y,Y
JavierGonzalezSanchez--RossMaciejewski,N,N,Y,N,N,N
JavierGonzalezSanchez--RyanMeuth,N,N,Y,N,N,N
JavierGonzalezSanchez--PituMirchandani,N,N,N,N,N,N
JavierGonzalezSanchez--BrianNelson,N,N,Y,N,N,N
JavierGonzalezSanchez--RongPan,N,N,Y,N,N,N
JavierGonzalezSanchez--SethuramanPanchanathan,N,Y,N,Y,N,N
JavierGonzalezSanchez--PaoloPapotti,N,N,Y,N,N,N
JavierGonzalezSanchez--GiuliaPedrielli,N,N,N,N,N,N
JavierGonzalezSanchez--FengboRen,N,N,N,N,N,N
JavierGonzalezSanchez--AndreaWRicha,N,N,N,N,N,N
JavierGonzalezSanchez--GeorgeRunger,N,N,N,N,N,N
JavierGonzalezSanchez--HessamSarjoughian,N,N,Y,N,N,N
JavierGonzalezSanchez--MohamedSarwat,N,N,N,N,N,N
JavierGonzalezSanchez--ArunabhaSen,N,N,Y,N,N,N
JavierGonzalezSanchez--PauloShakarian,N,N,Y,N,N,N
JavierGonzalezSanchez--AviralShrivastava,N,N,N,N,N,N
JavierGonzalezSanchez--DanShunk,N,N,Y,N,N,N
JavierGonzalezSanchez--VioletSyrotiuk,N,N,Y,N,N,N
JavierGonzalezSanchez--HanghangTong,N,N,Y,N,N,N
JavierGonzalezSanchez--KurtVanLehn,N,N,N,Y,N,N
JavierGonzalezSanchez--JReneVillalobos,N,N,N,N,N,N
JavierGonzalezSanchez--SarmaVrudhula,N,N,Y,N,N,N
JavierGonzalezSanchez--ErinWalker,N,N,N,Y,N,N
JavierGonzalezSanchez--CaroleJeanWu,N,N,Y,N,N,N
JavierGonzalezSanchez--TeresaWu,N,N,Y,N,N,N
JavierGonzalezSanchez--GuoliangXue,N,N,N,N,N,N
JavierGonzalezSanchez--YezhouYang,N,N,N,Y,N,N
JavierGonzalezSanchez--StephenSYau,N,Y,N,N,N,N
SandeepGupta--DianneHansford,N,N,N,N,N,N
SandeepGupta--JingruiHe,N,N,N,N,N,N
SandeepGupta--DijiangHuang,Y,N,N,N,Y,N
SandeepGupta--SubbaraoKambhampati,N,N,Y,N,N,N
SandeepGupta--JoohyungLee,N,N,N,N,N,N
SandeepGupta--YannHangLee,N,Y,N,Y,N,N
SandeepGupta--BaoxinLi,N,N,N,N,N,N
SandeepGupta--TimLindquist,N,N,N,Y,N,N
SandeepGupta--RossMaciejewski,N,N,N,N,N,N
SandeepGupta--RyanMeuth,N,N,N,N,N,N
SandeepGupta--PituMirchandani,N,N,N,N,N,N
SandeepGupta--BrianNelson,N,N,N,N,N,N
SandeepGupta--RongPan,N,N,N,N,N,N
SandeepGupta--SethuramanPanchanathan,N,Y,Y,N,Y,Y
SandeepGupta--PaoloPapotti,N,N,N,N,N,N
SandeepGupta--GiuliaPedrielli,N,N,Y,N,N,N
SandeepGupta--FengboRen,N,N,Y,N,N,N
SandeepGupta--AndreaWRicha,N,N,N,Y,N,N
SandeepGupta--GeorgeRunger,N,N,N,N,N,N
SandeepGupta--HessamSarjoughian,N,N,Y,N,N,N
SandeepGupta--MohamedSarwat,N,N,N,N,N,N
SandeepGupta--ArunabhaSen,N,Y,N,N,Y,N
SandeepGupta--PauloShakarian,N,N,N,N,N,N
SandeepGupta--AviralShrivastava,N,Y,N,N,N,N
SandeepGupta--DanShunk,N,N,N,N,N,N
SandeepGupta--VioletSyrotiuk,N,N,Y,N,Y,N
SandeepGupta--HanghangTong,N,N,N,N,N,N
SandeepGupta--KurtVanLehn,N,N,N,N,N,N
SandeepGupta--JReneVillalobos,N,N,N,N,N,N
SandeepGupta--SarmaVrudhula,N,N,N,N,N,N
SandeepGupta--ErinWalker,N,N,N,N,N,N
SandeepGupta--CaroleJeanWu,N,N,Y,N,N,N
SandeepGupta--TeresaWu,N,N,Y,N,N,N
SandeepGupta--GuoliangXue,N,N,N,N,N,N
SandeepGupta--YezhouYang,N,N,N,Y,N,N
SandeepGupta--StephenSYau,N,Y,N,N,Y,N
DianneHansford--JingruiHe,N,N,Y,N,N,N
DianneHansford--DijiangHuang,N,N,Y,N,N,N
DianneHansford--SubbaraoKambhampati,N,N,Y,N,N,N
DianneHansford--JoohyungLee,N,N,N,N,N,N
DianneHansford--YannHangLee,N,N,N,N,N,N
DianneHansford--BaoxinLi,N,N,Y,N,N,N
DianneHansford--TimLindquist,N,N,Y,N,N,N
DianneHansford--RossMaciejewski,Y,Y,Y,N,N,Y
DianneHansford--RyanMeuth,N,N,Y,N,N,N
DianneHansford--PituMirchandani,N,N,Y,N,N,N
DianneHansford--BrianNelson,N,N,N,N,N,N
DianneHansford--RongPan,N,N,N,N,N,N
DianneHansford--SethuramanPanchanathan,N,N,Y,N,N,N
DianneHansford--PaoloPapotti,N,N,N,N,N,N
DianneHansford--GiuliaPedrielli,N,N,N,N,N,N
DianneHansford--FengboRen,N,N,Y,N,N,N
DianneHansford--AndreaWRicha,N,N,Y,N,N,N
DianneHansford--GeorgeRunger,N,N,N,N,N,N
DianneHansford--HessamSarjoughian,N,N,Y,N,N,N
DianneHansford--MohamedSarwat,N,N,N,N,N,N
DianneHansford--ArunabhaSen,N,N,N,N,N,N
DianneHansford--PauloShakarian,N,N,N,N,N,N
DianneHansford--AviralShrivastava,N,N,N,N,N,N
DianneHansford--DanShunk,N,N,N,N,N,N
DianneHansford--VioletSyrotiuk,N,N,Y,N,N,N
DianneHansford--HanghangTong,N,N,N,N,N,N
DianneHansford--KurtVanLehn,N,N,Y,N,N,N
DianneHansford--JReneVillalobos,N,N,N,N,N,N
DianneHansford--SarmaVrudhula,N,N,N,N,N,N
DianneHansford--ErinWalker,N,N,N,N,N,N
DianneHansford--CaroleJeanWu,N,N,N,N,N,N
DianneHansford--TeresaWu,N,N,N,N,N,N
DianneHansford--GuoliangXue,N,N,N,N,N,N
DianneHansford--YezhouYang,N,N,N,N,N,N
DianneHansford--StephenSYau,N,N,N,N,N,N
JingruiHe--DijiangHuang,N,N,Y,N,N,N
JingruiHe--SubbaraoKambhampati,N,N,Y,N,Y,N
JingruiHe--JoohyungLee,N,N,N,N,N,N
JingruiHe--YannHangLee,N,N,Y,N,N,N
JingruiHe--BaoxinLi,N,N,N,N,Y,N
JingruiHe--TimLindquist,N,N,N,N,N,N
JingruiHe--RossMaciejewski,N,N,N,N,N,N
JingruiHe--RyanMeuth,N,N,N,N,N,N
JingruiHe--PituMirchandani,N,N,N,N,N,N
JingruiHe--BrianNelson,N,N,Y,N,Y,N
JingruiHe--RongPan,Y,N,N,N,N,N
JingruiHe--SethuramanPanchanathan,N,N,N,N,N,N
JingruiHe--PaoloPapotti,N,N,N,N,N,N
JingruiHe--GiuliaPedrielli,N,N,N,N,N,N
JingruiHe--FengboRen,N,N,N,N,N,N
JingruiHe--AndreaWRicha,N,N,N,N,N,N
JingruiHe--GeorgeRunger,N,Y,N,N,Y,N
JingruiHe--HessamSarjoughian,N,N,N,N,N,N
JingruiHe--MohamedSarwat,N,N,Y,N,N,N
JingruiHe--ArunabhaSen,N,N,N,N,N,N
JingruiHe--PauloShakarian,Y,N,Y,N,N,N
JingruiHe--AviralShrivastava,N,N,Y,N,N,N
JingruiHe--DanShunk,N,N,Y,N,N,N
JingruiHe--VioletSyrotiuk,N,N,Y,N,N,N
JingruiHe--HanghangTong,Y,Y,Y,N,Y,Y
JingruiHe--KurtVanLehn,N,N,Y,N,Y,N
JingruiHe--JReneVillalobos,N,N,N,N,N,N
JingruiHe--SarmaVrudhula,N,N,Y,N,N,N
JingruiHe--ErinWalker,N,N,N,N,Y,N
JingruiHe--CaroleJeanWu,N,N,N,N,N,N
JingruiHe--TeresaWu,N,N,Y,N,N,N
JingruiHe--GuoliangXue,N,N,N,N,N,N
JingruiHe--YezhouYang,N,N,N,N,N,N
JingruiHe--StephenSYau,N,N,N,N,N,N
DijiangHuang--SubbaraoKambhampati,N,N,N,N,N,N
DijiangHuang--JoohyungLee,N,N,N,N,N,N
DijiangHuang--YannHangLee,N,N,Y,N,N,N
DijiangHuang--BaoxinLi,N,N,N,N,N,N
DijiangHuang--TimLindquist,N,N,Y,N,N,N
DijiangHuang--RossMaciejewski,N,N,N,N,N,N
DijiangHuang--RyanMeuth,N,N,Y,N,N,N
DijiangHuang--PituMirchandani,N,N,N,N,N,N
DijiangHuang--BrianNelson,N,N,N,N,N,N
DijiangHuang--RongPan,N,N,Y,N,N,N
DijiangHuang--SethuramanPanchanathan,N,N,Y,N,Y,N
DijiangHuang--PaoloPapotti,N,N,Y,N,N,N
DijiangHuang--GiuliaPedrielli,N,N,Y,N,N,N
DijiangHuang--FengboRen,N,N,N,N,N,N
DijiangHuang--AndreaWRicha,N,N,Y,N,Y,N
DijiangHuang--GeorgeRunger,N,N,N,N,N,N
DijiangHuang--HessamSarjoughian,N,N,N,N,N,N
DijiangHuang--MohamedSarwat,N,N,N,N,N,N
DijiangHuang--ArunabhaSen,N,N,Y,N,Y,N
DijiangHuang--PauloShakarian,N,Y,N,N,N,N
DijiangHuang--AviralShrivastava,N,N,N,N,N,N
DijiangHuang--DanShunk,N,N,N,N,N,N
DijiangHuang--VioletSyrotiuk,N,N,N,N,Y,N
DijiangHuang--HanghangTong,N,N,Y,N,N,N
DijiangHuang--KurtVanLehn,N,N,Y,N,N,N
DijiangHuang--JReneVillalobos,N,N,Y,N,N,N
DijiangHuang--SarmaVrudhula,N,N,Y,N,N,N
DijiangHuang--ErinWalker,N,N,Y,N,N,N
DijiangHuang--CaroleJeanWu,N,N,N,N,N,N
DijiangHuang--TeresaWu,N,N,Y,N,N,N
DijiangHuang--GuoliangXue,N,Y,N,N,N,N
DijiangHuang--YezhouYang,N,N,N,N,N,N
DijiangHuang--StephenSYau,N,Y,N,N,N,N
SubbaraoKambhampati--JoohyungLee,N,N,Y,N,N,N
SubbaraoKambhampati--YannHangLee,N,N,N,N,N,N
SubbaraoKambhampati--BaoxinLi,N,N,Y,N,N,N
SubbaraoKambhampati--TimLindquist,N,N,Y,N,N,N
SubbaraoKambhampati--RossMaciejewski,N,N,Y,N,N,N
SubbaraoKambhampati--RyanMeuth,N,N,Y,N,N,N
SubbaraoKambhampati--PituMirchandani,N,N,Y,N,N,N
SubbaraoKambhampati--BrianNelson,N,N,Y,N,N,N
SubbaraoKambhampati--RongPan,N,N,N,N,N,N
SubbaraoKambhampati--SethuramanPanchanathan,N,N,N,N,N,N
SubbaraoKambhampati--PaoloPapotti,N,N,Y,N,N,N
SubbaraoKambhampati--GiuliaPedrielli,N,N,N,N,N,N
SubbaraoKambhampati--FengboRen,N,Y,Y,N,N,N
SubbaraoKambhampati--AndreaWRicha,N,N,N,N,N,N
SubbaraoKambhampati--GeorgeRunger,N,Y,Y,N,N,N
SubbaraoKambhampati--HessamSarjoughian,N,N,N,N,N,N
SubbaraoKambhampati--MohamedSarwat,N,N,Y,N,N,N
SubbaraoKambhampati--ArunabhaSen,N,N,Y,N,N,N
SubbaraoKambhampati--PauloShakarian,N,N,Y,N,N,N
SubbaraoKambhampati--AviralShrivastava,N,N,Y,N,N,N
SubbaraoKambhampati--DanShunk,N,N,Y,N,N,N
SubbaraoKambhampati--VioletSyrotiuk,N,N,Y,N,N,N
SubbaraoKambhampati--HanghangTong,N,Y,Y,N,N,N
SubbaraoKambhampati--KurtVanLehn,N,N,N,N,N,N
SubbaraoKambhampati--JReneVillalobos,N,N,Y,N,N,N
SubbaraoKambhampati--SarmaVrudhula,N,N,N,N,N,N
SubbaraoKambhampati--ErinWalker,N,N,Y,N,N,N
SubbaraoKambhampati--CaroleJeanWu,N,N,Y,N,N,N
SubbaraoKambhampati--TeresaWu,N,N,Y,N,N,N
SubbaraoKambhampati--GuoliangXue,N,N,N,N,N,N
SubbaraoKambhampati--YezhouYang,Y,N,N,N,N,N
SubbaraoKambhampati--StephenSYau,N,N,N,N,N,N
JoohyungLee--YannHangLee,N,N,Y,N,N,N
JoohyungLee--BaoxinLi,N,N,N,N,N,N
JoohyungLee--TimLindquist,N,N,N,N,N,N
JoohyungLee--RossMaciejewski,N,N,N,N,N,N
JoohyungLee--RyanMeuth,N,N,N,N,N,N
JoohyungLee--PituMirchandani,N,N,N,N,N,N
JoohyungLee--BrianNelson,N,N,Y,N,N,N
JoohyungLee--RongPan,N,N,Y,N,N,N
JoohyungLee--SethuramanPanchanathan,N,N,N,N,N,N
JoohyungLee--PaoloPapotti,N,N,Y,N,N,N
JoohyungLee--GiuliaPedrielli,N,N,N,N,N,N
JoohyungLee--FengboRen,N,N,N,N,N,N
JoohyungLee--AndreaWRicha,N,N,N,N,N,N
JoohyungLee--GeorgeRunger,N,N,N,N,N,N
JoohyungLee--HessamSarjoughian,N,N,Y,N,N,N
JoohyungLee--MohamedSarwat,N,N,N,N,N,N
JoohyungLee--ArunabhaSen,N,N,N,N,N,N
JoohyungLee--PauloShakarian,N,N,Y,N,N,N
JoohyungLee--AviralShrivastava,N,N,Y,N,N,N
JoohyungLee--DanShunk,N,N,Y,N,N,N
JoohyungLee--VioletSyrotiuk,N,N,N,N,N,N
JoohyungLee--HanghangTong,N,N,Y,N,N,N
JoohyungLee--KurtVanLehn,N,N,N,N,N,N
JoohyungLee--JReneVillalobos,N,N,Y,N,N,N
JoohyungLee--SarmaVrudhula,N,N,N,N,N,N
JoohyungLee--ErinWalker,N,N,Y,N,N,N
JoohyungLee--CaroleJeanWu,N,N,N,N,N,N
JoohyungLee--TeresaWu,N,N,Y,N,N,N
JoohyungLee--GuoliangXue,N,N,Y,N,N,N
JoohyungLee--YezhouYang,Y,N,N,N,N,N
JoohyungLee--StephenSYau,N,N,N,N,N,N
YannHangLee--BaoxinLi,N,N,Y,N,N,N
YannHangLee--TimLindquist,N,N,N,N,N,N
YannHangLee--RossMaciejewski,N,N,N,N,N,N
YannHangLee--RyanMeuth,N,N,N,N,N,N
YannHangLee--PituMirchandani,N,N,Y,N,N,N
YannHangLee--BrianNelson,N,N,N,N,N,N
YannHangLee--RongPan,N,N,N,N,N,N
YannHangLee--SethuramanPanchanathan,N,N,Y,N,N,N
YannHangLee--PaoloPapotti,N,N,Y,N,N,N
YannHangLee--GiuliaPedrielli,N,N,N,N,N,N
YannHangLee--FengboRen,Y,N,N,N,N,N
YannHangLee--AndreaWRicha,N,N,N,N,N,N
YannHangLee--GeorgeRunger,N,N,N,N,N,N
YannHangLee--HessamSarjoughian,N,N,Y,N,N,N
YannHangLee--MohamedSarwat,N,N,N,N,N,N
YannHangLee--ArunabhaSen,N,N,N,N,N,N
YannHangLee--PauloShakarian,N,N,Y,N,N,N
YannHangLee--AviralShrivastava,N,N,N,N,Y,N
YannHangLee--DanShunk,N,N,N,N,N,N
YannHangLee--VioletSyrotiuk,N,N,N,N,N,N
YannHangLee--HanghangTong,N,N,N,N,N,N
YannHangLee--KurtVanLehn,N,N,N,N,N,N
YannHangLee--JReneVillalobos,N,N,N,N,N,N
YannHangLee--SarmaVrudhula,Y,N,Y,N,N,N
YannHangLee--ErinWalker,N,N,Y,N,N,N
YannHangLee--CaroleJeanWu,Y,N,Y,N,N,N
YannHangLee--TeresaWu,N,N,Y,N,N,N
YannHangLee--GuoliangXue,N,N,N,N,N,N
YannHangLee--YezhouYang,N,N,N,N,N,N
YannHangLee--StephenSYau,N,N,N,N,N,N
BaoxinLi--TimLindquist,N,N,N,N,N,N
BaoxinLi--RossMaciejewski,N,N,Y,N,N,N
BaoxinLi--RyanMeuth,N,N,N,N,N,N
BaoxinLi--PituMirchandani,N,N,N,N,N,N
BaoxinLi--BrianNelson,N,N,Y,N,N,N
BaoxinLi--RongPan,N,N,N,N,N,N
BaoxinLi--SethuramanPanchanathan,N,N,Y,N,N,N
BaoxinLi--PaoloPapotti,N,N,N,N,N,N
BaoxinLi--GiuliaPedrielli,N,N,N,N,N,N
BaoxinLi--FengboRen,N,Y,N,N,N,N
BaoxinLi--AndreaWRicha,N,N,Y,N,N,N
BaoxinLi--GeorgeRunger,N,Y,N,N,N,N
BaoxinLi--HessamSarjoughian,N,N,Y,N,N,N
BaoxinLi--MohamedSarwat,N,N,Y,N,N,N
BaoxinLi--ArunabhaSen,N,N,N,N,N,N
BaoxinLi--PauloShakarian,N,N,N,N,N,N
BaoxinLi--AviralShrivastava,N,N,Y,N,N,N
BaoxinLi--DanShunk,N,N,N,N,N,N
BaoxinLi--VioletSyrotiuk,N,N,N,N,N,N
BaoxinLi--HanghangTong,N,N,N,Y,N,N
BaoxinLi--KurtVanLehn,N,N,N,N,Y,N
BaoxinLi--JReneVillalobos,N,N,N,N,N,N
BaoxinLi--SarmaVrudhula,N,N,Y,N,N,N
BaoxinLi--ErinWalker,N,N,Y,N,N,N
BaoxinLi--CaroleJeanWu,N,N,N,N,N,N
BaoxinLi--TeresaWu,N,N,N,N,N,N
BaoxinLi--GuoliangXue,N,N,N,N,N,N
BaoxinLi--YezhouYang,N,N,N,N,Y,N
BaoxinLi--StephenSYau,N,N,N,N,N,N
TimLindquist--RossMaciejewski,N,N,N,N,N,N
TimLindquist--RyanMeuth,N,N,Y,N,N,N
TimLindquist--PituMirchandani,N,N,N,N,N,N
TimLindquist--BrianNelson,N,N,Y,N,N,N
TimLindquist--RongPan,N,N,N,N,N,N
TimLindquist--SethuramanPanchanathan,N,N,N,N,N,N
TimLindquist--PaoloPapotti,N,N,N,N,N,N
TimLindquist--GiuliaPedrielli,N,N,N,N,N,N
TimLindquist--FengboRen,N,N,N,N,N,N
TimLindquist--AndreaWRicha,N,N,N,N,N,N
TimLindquist--GeorgeRunger,N,N,N,N,N,N
TimLindquist--HessamSarjoughian,N,N,Y,N,N,N
TimLindquist--MohamedSarwat,N,N,Y,N,N,N
TimLindquist--ArunabhaSen,N,N,N,N,N,N
TimLindquist--PauloShakarian,N,N,Y,N,N,N
TimLindquist--AviralShrivastava,N,N,Y,N,N,N
TimLindquist--DanShunk,N,N,Y,N,N,N
TimLindquist--VioletSyrotiuk,N,N,N,N,N,N
TimLindquist--HanghangTong,N,N,N,N,N,N
TimLindquist--KurtVanLehn,N,N,Y,N,N,N
TimLindquist--JReneVillalobos,N,N,Y,N,N,N
TimLindquist--SarmaVrudhula,N,N,N,N,N,N
TimLindquist--ErinWalker,N,N,Y,N,N,N
TimLindquist--CaroleJeanWu,N,N,N,N,N,N
TimLindquist--TeresaWu,N,N,Y,N,N,N
TimLindquist--GuoliangXue,N,N,N,N,N,N
TimLindquist--YezhouYang,N,N,Y,N,N,N
TimLindquist--StephenSYau,N,Y,N,N,N,N
RossMaciejewski--RyanMeuth,N,N,Y,N,N,N
RossMaciejewski--PituMirchandani,N,N,N,N,N,N
RossMaciejewski--BrianNelson,N,N,N,N,N,N
RossMaciejewski--RongPan,N,N,N,N,N,N
RossMaciejewski--SethuramanPanchanathan,Y,N,N,N,N,N
RossMaciejewski--PaoloPapotti,N,N,N,N,N,N
RossMaciejewski--GiuliaPedrielli,N,N,Y,N,N,N
RossMaciejewski--FengboRen,N,N,N,N,N,N
RossMaciejewski--AndreaWRicha,N,N,Y,N,N,N
RossMaciejewski--GeorgeRunger,N,N,Y,N,N,N
RossMaciejewski--HessamSarjoughian,N,N,Y,N,N,N
RossMaciejewski--MohamedSarwat,N,N,Y,N,N,N
RossMaciejewski--ArunabhaSen,N,N,N,N,N,N
RossMaciejewski--PauloShakarian,N,N,Y,N,N,N
RossMaciejewski--AviralShrivastava,N,N,N,N,N,N
RossMaciejewski--DanShunk,N,N,Y,N,N,N
