id,value
BrianNelson--GiuliaPedrielli,N
BrianNelson--FengboRen,N
BrianNelson--AndreaWRicha,N
BrianNelson--GeorgeRunger,N
BrianNelson--HessamSarjoughian,N
BrianNelson--MohamedSarwat,N
BrianNelson--ArunabhaSen,N
BrianNelson--PauloShakarian,N
BrianNelson--AviralShrivastava,N
BrianNelson--DanShunk,N
BrianNelson--VioletSyrotiuk,N
BrianNelson--HanghangTong,N
BrianNelson--KurtVanLehn,Y
BrianNelson--JReneVillalobos,N
BrianNelson--SarmaVrudhula,N
BrianNelson--ErinWalker,Y
BrianNelson--CaroleJeanWu,N
BrianNelson--TeresaWu,N
BrianNelson--GuoliangXue,N
BrianNelson--YezhouYang,N
BrianNelson--StephenSYau,N
RongPan--SethuramanPanchanathan,N
RongPan--PaoloPapotti,N
RongPan--GiuliaPedrielli,N
RongPan--FengboRen,N
RongPan--AndreaWRicha,N
RongPan--GeorgeRunger,Y
RongPan--HessamSarjoughian,N
RongPan--MohamedSarwat,N
RongPan--ArunabhaSen,N
RongPan--PauloShakarian,N
RongPan--AviralShrivastava,N
RongPan--DanShunk,N
RongPan--VioletSyrotiuk,N
RongPan--HanghangTong,Y
RongPan--KurtVanLehn,N
RongPan--JReneVillalobos,N
RongPan--SarmaVrudhula,N
RongPan--ErinWalker,N
RongPan--CaroleJeanWu,N
RongPan--TeresaWu,N
RongPan--GuoliangXue,N
RongPan--YezhouYang,N
RongPan--StephenSYau,N
SethuramanPanchanathan--PaoloPapotti,N
SethuramanPanchanathan--GiuliaPedrielli,N
SethuramanPanchanathan--FengboRen,N
SethuramanPanchanathan--AndreaWRicha,N
SethuramanPanchanathan--GeorgeRunger,N
SethuramanPanchanathan--HessamSarjoughian,N
SethuramanPanchanathan--MohamedSarwat,N
SethuramanPanchanathan--ArunabhaSen,N
SethuramanPanchanathan--PauloShakarian,N
SethuramanPanchanathan--AviralShrivastava,N
SethuramanPanchanathan--DanShunk,N
SethuramanPanchanathan--VioletSyrotiuk,N
SethuramanPanchanathan--HanghangTong,N
SethuramanPanchanathan--KurtVanLehn,N
SethuramanPanchanathan--JReneVillalobos,N
SethuramanPanchanathan--SarmaVrudhula,N
SethuramanPanchanathan--ErinWalker,N
SethuramanPanchanathan--CaroleJeanWu,N
SethuramanPanchanathan--TeresaWu,N
SethuramanPanchanathan--GuoliangXue,N
SethuramanPanchanathan--YezhouYang,N
SethuramanPanchanathan--StephenSYau,N
PaoloPapotti--GiuliaPedrielli,N
PaoloPapotti--FengboRen,N
PaoloPapotti--AndreaWRicha,N
PaoloPapotti--GeorgeRunger,N
PaoloPapotti--HessamSarjoughian,N
PaoloPapotti--MohamedSarwat,N
PaoloPapotti--ArunabhaSen,N
PaoloPapotti--PauloShakarian,N
PaoloPapotti--AviralShrivastava,N
PaoloPapotti--DanShunk,N
PaoloPapotti--VioletSyrotiuk,N
PaoloPapotti--HanghangTong,N
PaoloPapotti--KurtVanLehn,Y
PaoloPapotti--JReneVillalobos,N
PaoloPapotti--SarmaVrudhula,N
PaoloPapotti--ErinWalker,Y
PaoloPapotti--CaroleJeanWu,N
PaoloPapotti--TeresaWu,N
PaoloPapotti--GuoliangXue,N
PaoloPapotti--YezhouYang,N
PaoloPapotti--StephenSYau,N
GiuliaPedrielli--FengboRen,N
GiuliaPedrielli--AndreaWRicha,N
GiuliaPedrielli--GeorgeRunger,N
GiuliaPedrielli--HessamSarjoughian,N
GiuliaPedrielli--MohamedSarwat,N
GiuliaPedrielli--ArunabhaSen,N
GiuliaPedrielli--PauloShakarian,N
GiuliaPedrielli--AviralShrivastava,N
GiuliaPedrielli--DanShunk,Y
GiuliaPedrielli--VioletSyrotiuk,N
GiuliaPedrielli--HanghangTong,N
GiuliaPedrielli--KurtVanLehn,N
GiuliaPedrielli--JReneVillalobos,Y
GiuliaPedrielli--SarmaVrudhula,N
GiuliaPedrielli--ErinWalker,N
GiuliaPedrielli--CaroleJeanWu,N
GiuliaPedrielli--TeresaWu,N
GiuliaPedrielli--GuoliangXue,N
GiuliaPedrielli--YezhouYang,N
GiuliaPedrielli--StephenSYau,N
FengboRen--AndreaWRicha,N
FengboRen--GeorgeRunger,N
FengboRen--HessamSarjoughian,N
FengboRen--MohamedSarwat,N
FengboRen--ArunabhaSen,N
FengboRen--PauloShakarian,N
FengboRen--AviralShrivastava,Y
FengboRen--DanShunk,N
FengboRen--VioletSyrotiuk,N
FengboRen--HanghangTong,N
FengboRen--KurtVanLehn,N
FengboRen--JReneVillalobos,N
FengboRen--SarmaVrudhula,Y
FengboRen--ErinWalker,N
FengboRen--CaroleJeanWu,Y
FengboRen--TeresaWu,N
FengboRen--GuoliangXue,Y
FengboRen--YezhouYang,N
FengboRen--StephenSYau,N
AndreaWRicha--GeorgeRunger,N
AndreaWRicha--HessamSarjoughian,N
AndreaWRicha--MohamedSarwat,N
AndreaWRicha--ArunabhaSen,Y
AndreaWRicha--PauloShakarian,N
AndreaWRicha--AviralShrivastava,N
AndreaWRicha--DanShunk,N
AndreaWRicha--VioletSyrotiuk,N
AndreaWRicha--HanghangTong,N
AndreaWRicha--KurtVanLehn,N
AndreaWRicha--JReneVillalobos,N
AndreaWRicha--SarmaVrudhula,N
AndreaWRicha--ErinWalker,N
AndreaWRicha--CaroleJeanWu,N
AndreaWRicha--TeresaWu,N
AndreaWRicha--GuoliangXue,N
AndreaWRicha--YezhouYang,N
AndreaWRicha--StephenSYau,N
GeorgeRunger--HessamSarjoughian,N
GeorgeRunger--MohamedSarwat,N
GeorgeRunger--ArunabhaSen,N
GeorgeRunger--PauloShakarian,N
GeorgeRunger--AviralShrivastava,N
GeorgeRunger--DanShunk,N
GeorgeRunger--VioletSyrotiuk,N
GeorgeRunger--HanghangTong,Y
GeorgeRunger--KurtVanLehn,N
GeorgeRunger--JReneVillalobos,N
GeorgeRunger--SarmaVrudhula,N
GeorgeRunger--ErinWalker,N
GeorgeRunger--CaroleJeanWu,N
GeorgeRunger--TeresaWu,N
GeorgeRunger--GuoliangXue,N
GeorgeRunger--YezhouYang,N
GeorgeRunger--StephenSYau,N
HessamSarjoughian--MohamedSarwat,N
HessamSarjoughian--ArunabhaSen,N
HessamSarjoughian--PauloShakarian,N
HessamSarjoughian--AviralShrivastava,N
HessamSarjoughian--DanShunk,N
HessamSarjoughian--VioletSyrotiuk,N
HessamSarjoughian--HanghangTong,N
HessamSarjoughian--KurtVanLehn,N
HessamSarjoughian--JReneVillalobos,N
HessamSarjoughian--SarmaVrudhula,N
HessamSarjoughian--ErinWalker,N
HessamSarjoughian--CaroleJeanWu,N
HessamSarjoughian--TeresaWu,N
HessamSarjoughian--GuoliangXue,N
HessamSarjoughian--YezhouYang,N
HessamSarjoughian--StephenSYau,Y
MohamedSarwat--ArunabhaSen,N
MohamedSarwat--PauloShakarian,N
MohamedSarwat--AviralShrivastava,N
MohamedSarwat--DanShunk,N
MohamedSarwat--VioletSyrotiuk,N
MohamedSarwat--HanghangTong,N
MohamedSarwat--KurtVanLehn,N
MohamedSarwat--JReneVillalobos,N
MohamedSarwat--SarmaVrudhula,N
MohamedSarwat--ErinWalker,N
MohamedSarwat--CaroleJeanWu,N
MohamedSarwat--TeresaWu,N
MohamedSarwat--GuoliangXue,N
MohamedSarwat--YezhouYang,N
MohamedSarwat--StephenSYau,N
ArunabhaSen--PauloShakarian,N
ArunabhaSen--AviralShrivastava,N
ArunabhaSen--DanShunk,N
ArunabhaSen--VioletSyrotiuk,N
ArunabhaSen--HanghangTong,N
ArunabhaSen--KurtVanLehn,N
ArunabhaSen--JReneVillalobos,N
ArunabhaSen--SarmaVrudhula,N
ArunabhaSen--ErinWalker,N
ArunabhaSen--CaroleJeanWu,N
ArunabhaSen--TeresaWu,N
ArunabhaSen--GuoliangXue,N
ArunabhaSen--YezhouYang,N
ArunabhaSen--StephenSYau,N
PauloShakarian--AviralShrivastava,N
PauloShakarian--DanShunk,N
PauloShakarian--VioletSyrotiuk,N
PauloShakarian--HanghangTong,N
PauloShakarian--KurtVanLehn,N
PauloShakarian--JReneVillalobos,N
PauloShakarian--SarmaVrudhula,N
PauloShakarian--ErinWalker,N
PauloShakarian--CaroleJeanWu,N
PauloShakarian--TeresaWu,N
PauloShakarian--GuoliangXue,N
PauloShakarian--YezhouYang,N
PauloShakarian--StephenSYau,N
AviralShrivastava--DanShunk,N
AviralShrivastava--VioletSyrotiuk,N
AviralShrivastava--HanghangTong,N
AviralShrivastava--KurtVanLehn,N
AviralShrivastava--JReneVillalobos,N
AviralShrivastava--SarmaVrudhula,Y
AviralShrivastava--ErinWalker,N
AviralShrivastava--CaroleJeanWu,Y
AviralShrivastava--TeresaWu,N
AviralShrivastava--GuoliangXue,Y
AviralShrivastava--YezhouYang,N
AviralShrivastava--StephenSYau,N
DanShunk--VioletSyrotiuk,N
DanShunk--HanghangTong,N
DanShunk--KurtVanLehn,N
DanShunk--JReneVillalobos,Y
DanShunk--SarmaVrudhula,N
DanShunk--ErinWalker,N
DanShunk--CaroleJeanWu,N
DanShunk--TeresaWu,N
DanShunk--GuoliangXue,N
DanShunk--YezhouYang,N
DanShunk--StephenSYau,N
VioletSyrotiuk--HanghangTong,N
VioletSyrotiuk--KurtVanLehn,N
VioletSyrotiuk--JReneVillalobos,N
VioletSyrotiuk--SarmaVrudhula,N
VioletSyrotiuk--ErinWalker,N
VioletSyrotiuk--CaroleJeanWu,N
VioletSyrotiuk--TeresaWu,N
VioletSyrotiuk--GuoliangXue,N
VioletSyrotiuk--YezhouYang,N
VioletSyrotiuk--StephenSYau,N
HanghangTong--KurtVanLehn,N
HanghangTong--JReneVillalobos,N
HanghangTong--SarmaVrudhula,N
HanghangTong--ErinWalker,N
HanghangTong--CaroleJeanWu,N
HanghangTong--TeresaWu,N
HanghangTong--GuoliangXue,N
HanghangTong--YezhouYang,N
HanghangTong--StephenSYau,N
KurtVanLehn--JReneVillalobos,N
KurtVanLehn--SarmaVrudhula,N
KurtVanLehn--ErinWalker,Y
KurtVanLehn--CaroleJeanWu,N
KurtVanLehn--TeresaWu,N
KurtVanLehn--GuoliangXue,N
KurtVanLehn--YezhouYang,N
KurtVanLehn--StephenSYau,N
JReneVillalobos--SarmaVrudhula,N
JReneVillalobos--ErinWalker,N
JReneVillalobos--CaroleJeanWu,N
JReneVillalobos--TeresaWu,N
JReneVillalobos--GuoliangXue,N
JReneVillalobos--YezhouYang,N
JReneVillalobos--StephenSYau,N
SarmaVrudhula--ErinWalker,N
SarmaVrudhula--CaroleJeanWu,Y
SarmaVrudhula--TeresaWu,N
SarmaVrudhula--GuoliangXue,Y
SarmaVrudhula--YezhouYang,N
SarmaVrudhula--StephenSYau,N
ErinWalker--CaroleJeanWu,N
ErinWalker--TeresaWu,N
ErinWalker--GuoliangXue,N
ErinWalker--YezhouYang,N
ErinWalker--StephenSYau,N
CaroleJeanWu--TeresaWu,N
CaroleJeanWu--GuoliangXue,Y
CaroleJeanWu--YezhouYang,N
CaroleJeanWu--StephenSYau,N
TeresaWu--GuoliangXue,N
TeresaWu--YezhouYang,Y
TeresaWu--StephenSYau,N
GuoliangXue--YezhouYang,N
GuoliangXue--StephenSYau,N
YezhouYang--StephenSYau,N
